zone,Minute,Result,X,Y,player,h_a,situation,shotType,domVSnondom,Opponent,playerAssist,typeOfAssist,sideOfAttack,PossesionWon,typeOfAttack,year,goals.x,goals.y,sideOfAttackGrouped,Team,Game,GK,net_x,net_y,PSxG
7,6,MISSED,31.43,40.59,PLAYER 4,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 3,KING,SHORT PASS,LEFT,MIDDLE,COUNTER,2022,0,0.03150650537374092,SIDE,TEAM,2022 - OPPONENT 3 - HOME,GK,4.02,11.38,0.01
7,41,BLOCKED,88.56,29.35,PLAYER 16,HOME,FREEKICK,LEFTFOOT,,OPPONENT 8,,,MIDDLE,OFFENSIVE,RESTART,2022,0,0.028936334336288304,MIDDLE,OPPONENT,2022 - OPPONENT 8 - HOME,GK,7.62,4.39,0.924101029477935
7,35,MISSED,32.45,25.17,PLAYER 9,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 11,GOTTRON,SHORT PASS,LEFT,MIDDLE,POSSESSION,2022,0,0.023680500513000385,SIDE,TEAM,2022 - OPPONENT 11 - HOME,GK,-2.73,4.41,0.8753740431753271
7,58,SAVED,37.52,40.44,PLAYER 22,HOME,OPENPLAY,LEFTFOOT,DOMINANT,OPPONENT 3,LOCKE,SHORT PASS,RIGHT,MIDDLE,POSSESSION,2022,0,0.018753801613735712,SIDE,TEAM,2022 - OPPONENT 3 - HOME,GK,14.85,9.75,0.01
7,27,MISSED,30.27,29.13,PLAYER 22,HOME,OPENPLAY,RIGHTFOOT,NONDOMINANT,OPPONENT 11,,,MIDDLE,OFFENSIVE,POOR CLEARANCE,2022,0,0.031707271661414516,MIDDLE,TEAM,2022 - OPPONENT 11 - HOME,GK,17.44,1.71,0.01
7,51,MISSED,86.54,25.02,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 11,,SHORT PASS,MIDDLE,OFFENSIVE,POSSESSION,2022,0,0.02176169367364892,MIDDLE,OPPONENT,2022 - OPPONENT 11 - HOME,GK,7.93,2.14,0.9388458425878671
7,28,SAVED,87.4,73.63,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 2,,SHORT PASS,LEFT,MIDDLE,POSSESSION,2022,0,0.01,SIDE,OPPONENT,2022 - OPPONENT 2 - AWAY,GK,7.39,6.56,0.9449786862510962
7,72,SAVED,85.07,10.5,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 4,,,RIGHT,MIDDLE,COUNTER,2022,0,0.01035762404246424,SIDE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,-4.4,9.33,0.01
7,27,MISSED,91.57,29.93,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 8,,SHORT PASS,LEFT,MIDDLE,COUNTER,2022,0,0.03769689439261105,SIDE,OPPONENT,2022 - OPPONENT 8 - HOME,GK,1.25,8.24,0.01
7,17,MISSED,35.03,40.47,PLAYER 22,AWAY,OPENPLAY,RIGHTFOOT,NONDOMINANT,OPPONENT 5,PARKER,SHORT PASS,LEFT,OFFENSIVE,COUNTER,2022,0,0.023169150317860435,SIDE,TEAM,2022 - OPPONENT 5 - AWAY,GK,-11.53,4.82,0.9514522940504894
7,27,BLOCKED,30.08,41.71,PLAYER 22,HOME,CORNER,LEFTFOOT,DOMINANT,OPPONENT 8,KING,SHORT PASS,RIGHT,OFFENSIVE,RESTART,2022,0,0.03494216522655761,SIDE,TEAM,2022 - OPPONENT 8 - HOME,GK,-4.49,0.14,0.9547393543190941
7,87,SAVED,86.63,41.86,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 2,,,MIDDLE,MIDDLE,COUNTER,2022,0,0.026322176532857042,MIDDLE,OPPONENT,2022 - OPPONENT 2 - AWAY,GK,-3.38,3.7,0.8816421150322652
7,47,SAVED,28.98,28.97,PLAYER 22,HOME,OPENPLAY,RIGHTFOOT,NONDOMINANT,OPPONENT 11,,,MIDDLE,OFFENSIVE,POOR CLEARANCE,2022,0,0.035124428884270316,MIDDLE,TEAM,2022 - OPPONENT 11 - HOME,GK,-4.23,3.89,0.8904162053132872
7,7,SAVED,33.77,50.8,PLAYER 9,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 7,W. SHAFFER,SHORT PASS,RIGHT,MIDDLE,COUNTER,2022,0,0.02067508644523328,SIDE,TEAM,2022 - OPPONENT 7 - HOME,GK,-9.45,0.81,0.9596547987572404
8,4,MISSED,104.38,65.7,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 11,,SHORT PASS,LEFT,MIDDLE,COUNTER,2022,0,0.02575249447735819,SIDE,OPPONENT,2022 - OPPONENT 11 - HOME,GK,4.67,6.36,0.9301830516959121
8,6,SAVED,103.08,71.77,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 9,,SHORT PASS,LEFT,MIDDLE,POSSESSION,2022,0,0.015589515714035529,SIDE,OPPONENT,2022 - OPPONENT 9 - AWAY,GK,11.37,0.45,0.968247864473351
8,3,BLOCKED,103.6,12.87,PLAYER 16,AWAY,THROW-IN,RIGHTFOOT,,OPPONENT 14,,THROW-IN,RIGHT,OFFENSIVE,THROW-IN,2022,0,0.03275215468236325,SIDE,OPPONENT,2022 - OPPONENT 14 - AWAY,GK,0.28,0.25,0.9484807737412293
8,88,SAVED,94.66,15.33,PLAYER 10,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 7,W. SHAFFER,SHORT PASS,RIGHT,MIDDLE,COUNTER,2022,0,0.024645020666300997,SIDE,TEAM,2022 - OPPONENT 7 - HOME,GK,1.05,4.24,0.8517677589605617
8,24,SAVED,16.54,6.14,PLAYER 9,AWAY,FREEKICK,RIGHTFOOT,DOMINANT,OPPONENT 9,,,LEFT,OFFENSIVE,RESTART,2022,0,0.01966806634519217,SIDE,TEAM,2022 - OPPONENT 9 - AWAY,GK,-11.24,7.6,0.9682798654248155
8,22,SAVED,116.86,66.63,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 6,,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.0290818618671485,MIDDLE,OPPONENT,2022 - OPPONENT 6 - AWAY,GK,-7.29,10.51,0.01
,15,GOAL,108.90859481582535,19.829148192360165,,HOME,,RIGHTFOOT,DOMINANT,OPPONENT,,N/A,LEFT,,POSSESSION,2026,1,0.06793797634609394,SIDE,,2026 - OPPONENT - HOME,,-10.879895561357705,6.443864229765014,0.958138352433686
